num_MesAno;nom_Cidade;nom_AreaTelefonica;qtd_Acessos;nom_EscritorioServico;CRITICIDADE;
12025;ADAMANTINA;EC;1.469;;;
12025;AMERICANA;#;1;;;
12025;AMERICANA;PN;2.030;;;
12025;AMERICANA;PZ;570;;;
12025;AMERICANA;SV;8.234;;;
12025;AMERICANA;XN;19.957;;;
12025;AMERICO BRASILIENSE;FN;1.493;;;
12025;AMPARO;LR;3.330;;;
12025;ANDRADINA;AD;1.032;;;
12025;APARECIDA;CT;1.286;SJ CAMPOS;;
12025;ARACARIGUAMA;VO;60;;;
12025;ARACATUBA;#;1;;;
12025;ARACATUBA;ES;2.343;;;
12025;ARACATUBA;XN;18.698;;;
12025;ARACOIABA DA SERRA;AS;1;;;
12025;ARACOIABA DA SERRA;DR;1.035;;;
12025;ARACOIABA DA SERRA;DT;2;;;
12025;ARACOIABA DA SERRA;IP;587;;;
12025;ARACOIABA DA SERRA;PI;1;;;
12025;ARACOIABA DA SERRA;SM;1;;;
12025;ARARAQUARA;AD;506;;;
12025;ARARAQUARA;FI;2.832;;;
12025;ARARAQUARA;JI;1.862;;;
12025;ARARAQUARA;VX;376;;;
12025;ARARAS;JM;7.725;;;
12025;ARTUR NOGUEIRA;DC;1.746;;;
12025;ASSIS;RP;7.797;;;
12025;ATIBAIA;#;1;JUNDIAI;;
12025;ATIBAIA;BT;1;JUNDIAI;;
12025;ATIBAIA;MR;165;JUNDIAI;;
12025;ATIBAIA;PA;280;JUNDIAI;;
12025;ATIBAIA;SJ;14.574;JUNDIAI;;
12025;AVARE;SC;5.090;;;
12025;BARRA BONITA;RC;2.693;;;
12025;BARRETOS;BR;3.133;;;
12025;BARUERI;#;2;;;
12025;BARUERI;AL;14.505;;;
12025;BARUERI;AS;2.012;;;
12025;BARUERI;BA;13.662;;;
12025;BARUERI;CN;5.559;;;
12025;BARUERI;JS;5.917;;;
12025;BAURU;#;2;;;
12025;BAURU;AC;12.117;;;
12025;BAURU;CE;3.117;;;
12025;BAURU;IN;3.504;;;
12025;BAURU;RE;6.360;;;
12025;BAURU;SPBRU_;1;;;
12025;BAURU;VA;2.931;;;
12025;BAURU;VF;3.259;;;
12025;BEBEDOURO;JM;2.094;;;
12025;BIRIGUI;BC;4.680;;;
12025;BOITUVA;AB;3.062;;;
12025;BOITUVA;CT;735;;;
12025;BOTUCATU;JP;12.917;;;
12025;BRAGANCA PAULISTA;#;1;JUNDIAI;;
12025;BRAGANCA PAULISTA;AV;2.489;JUNDIAI;;
12025;BRAGANCA PAULISTA;DN;2.874;JUNDIAI;;
12025;BRAGANCA PAULISTA;SC;11.336;JUNDIAI;;
12025;CABREUVA;CM;12;JUNDIAI;;
12025;CABREUVA;JC;1.730;JUNDIAI;;
12025;CACAPAVA;MI;6.289;SJ CAMPOS;;
12025;CAIEIRAS;AC;1.248;JUNDIAI;;
12025;CAIEIRAS;JL;213;JUNDIAI;;
12025;CAJAMAR;CJ;609;JUNDIAI;;
12025;CAJAMAR;JN;2.589;JUNDIAI;;
12025;CAJAMAR;PV;5.548;JUNDIAI;;
12025;CAMPINAS;#;5;;;
12025;CAMPINAS;AL;1.697;;;
12025;CAMPINAS;AM;1.088;;;
12025;CAMPINAS;BD;2.836;;;
12025;CAMPINAS;BE;3.076;;;
12025;CAMPINAS;BG;4.659;;;
12025;CAMPINAS;BV;1.781;;;
12025;CAMPINAS;CB;21.417;;;
12025;CAMPINAS;CE;14.611;;;
12025;CAMPINAS;CL;17.380;;;
12025;CAMPINAS;CT;12.752;;;
12025;CAMPINAS;DL;3.528;;;
12025;CAMPINAS;JO;11.680;;;
12025;CAMPINAS;MD;2.330;;;
12025;CAMPINAS;;3.645;;;
12025;CAMPINAS;OV;6.095;;;
12025;CAMPINAS;SB;7.472;;;
12025;CAMPINAS;SG;2.550;;;
12025;CAMPINAS;SL;2.692;;;
12025;CAMPINAS;SS;3.734;;;
12025;CAMPINAS;TK;2;;;
12025;CAMPINAS;TQ;8.374;;;
12025;CAMPINAS;VC;6.414;;;
12025;CAMPINAS;VT;7.962;;;
12025;CAMPO LIMPO PAULISTA;#;1;JUNDIAI;;
12025;CAMPO LIMPO PAULISTA;MS;4.846;JUNDIAI;;
12025;CAMPOS DO JORDAO;AB;2.780;SJ CAMPOS;;
12025;CAMPOS DO JORDAO;ER;1.576;SJ CAMPOS;;
12025;CAMPOS DO JORDAO;GZ;1;SJ CAMPOS;;
12025;CAMPOS DO JORDAO;IA;2;SJ CAMPOS;;
12025;CAMPOS DO JORDAO;JD;2;SJ CAMPOS;;
12025;CAMPOS DO JORDAO;NI;1;SJ CAMPOS;;
12025;CAMPOS DO JORDAO;VE;7;SJ CAMPOS;;
12025;CAPIVARI;IP;4;;;
12025;CAPIVARI;PF;2.230;;;
12025;CARAGUATATUBA;AA;3.832;SJ CAMPOS;;
12025;CARAGUATATUBA;MG;1.624;SJ CAMPOS;;
12025;CARAGUATATUBA;MK;1.133;SJ CAMPOS;;
12025;CARAGUATATUBA;PN;1.622;SJ CAMPOS;;
12025;CARAPICUIBA;AD;6.707;;;
12025;CARAPICUIBA;AT;6.747;;;
12025;CARAPICUIBA;CA;8.683;;;
12025;CARAPICUIBA;VD;13.800;;;
12025;CARAPICUIBA;VI;2.366;;;
12025;CATANDUVA;RB;8.504;;;
12025;COSMOPOLIS;JG;1;;;
12025;COSMOPOLIS;MC;4.465;;;
12025;COTIA;CI;12.267;;;
12025;COTIA;CT;1.644;;;
12025;COTIA;GJ;9.445;;;
12025;CRAVINHOS;CB;20;;;
12025;CRUZEIRO;#;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_BINA;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_G1D23;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_G1I16;2;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_G1I40;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_G1I42;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_G1M10;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_G1M11;249;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_G1M19;679;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_G1M45;2;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_G1N58;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A1E;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A1F;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A61;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A75;7;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A76;8;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A77;2;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A78;4;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A79;4;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A80;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A81;2;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1A82;2;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1C27;11;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1D30;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1T03;1;SJ CAMPOS;;
12025;CRUZEIRO;DFBSA_O1V21;9;SJ CAMPOS;;
12025;CRUZEIRO;;100;SJ CAMPOS;;
12025;CRUZEIRO;NR;3.458;SJ CAMPOS;;
12025;DESCALVADO;IA;4;;;
12025;DESCALVADO;OG;1.511;;;
12025;DRACENA;RB;1.637;;;
12025;EMBU DAS ARTES;CV;4;;;
12025;EMBU DAS ARTES;EB;7.161;;;
12025;EMBU DAS ARTES;PI;10.162;;;
12025;EMBU GUACU;EG;3.010;;;
12025;EMBU GUACU;PF;1;;;
12025;ESPIRITO SANTO DO PINHAL;JB;2.123;;;
12025;ESPIRITO SANTO DO PINHAL;JI;4;;;
12025;FERNANDOPOLIS;GS;2.115;;;
12025;FERNANDOPOLIS;RD;1;;;
12025;FRANCA;CE;5.462;;;
12025;FRANCA;CS;1;;;
12025;FRANCA;DS;1;;;
12025;FRANCA;PM;5.517;;;
12025;GARCA;RB;1.515;;;
12025;GUARARAPES;#;1;;;
12025;GUARARAPES;MP;1.485;;;
12025;GUARATINGUETA;MF;5.874;SJ CAMPOS;;
12025;GUARATINGUETA;NG;4.586;SJ CAMPOS;;
12025;HORTOLANDIA;HT;15.135;;;
12025;HORTOLANDIA;SC;10.691;;;
12025;IBIUNA;GF;2;;;
12025;IBIUNA;VI;657;;;
12025;ILHABELA;#;1;SJ CAMPOS;;
12025;ILHABELA;BV;1.743;SJ CAMPOS;;
12025;ILHABELA;DT;1;SJ CAMPOS;;
12025;ILHABELA;FM;1.012;SJ CAMPOS;;
12025;ILHABELA;PF;2;SJ CAMPOS;;
12025;ILHABELA;RP;3.238;SJ CAMPOS;;
12025;ILHABELA;SM;1;SJ CAMPOS;;
12025;INDAIATUBA;#;2;;;
12025;INDAIATUBA;DP;30.098;;;
12025;INDAIATUBA;IV;2.857;;;
12025;INDAIATUBA;ML;1;;;
12025;INDAIATUBA;MR;10.591;;;
12025;ITAPECERICA DA SERRA;CM;1.046;;;
12025;ITAPECERICA DA SERRA;IS;5.884;;;
12025;ITAPETININGA;#;1;;;
12025;ITAPETININGA;PT;4.136;;;
12025;ITAPETININGA;QB;8.980;;;
12025;ITAPEVA;MP;3.607;;;
12025;ITAPEVI;AB;1.949;;;
12025;ITAPEVI;IV;13.175;;;
12025;ITAPEVI;QE;165;;;
12025;ITAPIRA;BR;3.314;;;
12025;ITAPOLIS;JI;7;;;
12025;ITAPOLIS;JS;1.896;;;
12025;ITATIBA;CS;17.222;JUNDIAI;;
12025;ITATIBA;MD;427;JUNDIAI;;
12025;ITU;CC;496;JUNDIAI;;
12025;ITU;DL;1;JUNDIAI;;
12025;ITU;FP;8.605;JUNDIAI;;
12025;ITU;PI;188;JUNDIAI;;
12025;ITU;RT;7.145;JUNDIAI;;
12025;ITUPEVA;#;2;JUNDIAI;;
12025;ITUPEVA;AM;1;JUNDIAI;;
12025;ITUPEVA;CF;782;JUNDIAI;;
12025;ITUPEVA;CX;4.220;JUNDIAI;;
12025;ITUPEVA;GU;202;JUNDIAI;;
12025;ITUPEVA;IA;1;JUNDIAI;;
12025;ITUPEVA;VI;1;JUNDIAI;;
12025;JABOTICABAL;SS;4.773;;;
12025;JACAREI;CF;8.220;SJ CAMPOS;;
12025;JACAREI;JM;17.677;SJ CAMPOS;;
12025;JACAREI;LN;2.526;SJ CAMPOS;;
12025;JAGUARIUNA;AE;4.818;;;
12025;JALES;RC;2.075;;;
12025;JANDIRA;JA;8.012;;;
12025;JANDIRA;SF;4.603;;;
12025;JAU;#;1;;;
12025;JAU;AG;12.715;;;
12025;JAU;SZ;548;;;
12025;JUNDIAI;BJ;12.462;JUNDIAI;;
12025;JUNDIAI;CB;3.388;JUNDIAI;;
12025;JUNDIAI;EM;6;JUNDIAI;;
12025;JUNDIAI;GC;15.145;JUNDIAI;;
12025;JUNDIAI;HB;3.710;JUNDIAI;;
12025;JUNDIAI;RA;1;JUNDIAI;;
12025;JUNDIAI;TN;54;JUNDIAI;;
12025;JUNDIAI;VI;18.936;JUNDIAI;;
12025;JUNDIAI;VP;3.652;JUNDIAI;;
12025;JUQUITIBA;JQ;446;;;
12025;LEME;AM;4.177;;;
12025;LEME;BO;303;;;
12025;LENCOIS PAULISTA;GP;4.858;;;
12025;LIMEIRA;#;1;;;
12025;LIMEIRA;CG;18.566;;;
12025;LIMEIRA;;0;;;
12025;LINS;SS;3.397;;;
12025;LORENA;VA;2.784;SJ CAMPOS;;
12025;LOUVEIRA;RK;1.378;;;
12025;LOUVEIRA;SA;403;;;
12025;MAIRINQUE;MQ;2.350;;;
12025;MAIRINQUE;PF;1;;;
12025;MAIRINQUE;PO;1.993;;;
12025;MAIRIPORA;AT;1;JUNDIAI;;
12025;MAIRIPORA;CE;1;JUNDIAI;;
12025;MAIRIPORA;CL;181;JUNDIAI;;
12025;MAIRIPORA;CP;503;JUNDIAI;;
12025;MAIRIPORA;GZ;2;JUNDIAI;;
12025;MAIRIPORA;JM;3;JUNDIAI;;
12025;MAIRIPORA;;1;JUNDIAI;;
12025;MAIRIPORA;PL;2;JUNDIAI;;
12025;MAIRIPORA;PP;3.297;JUNDIAI;;
12025;MAIRIPORA;PS;2;JUNDIAI;;
12025;MAIRIPORA;RB;7;JUNDIAI;;
12025;MAIRIPORA;SF;1;JUNDIAI;;
12025;MAIRIPORA;SI;2;JUNDIAI;;
12025;MAIRIPORA;SM;8;JUNDIAI;;
12025;MAIRIPORA;TP;2.521;JUNDIAI;;
12025;MAIRIPORA;VL;1;JUNDIAI;;
12025;MARILIA;DI;3.614;;;
12025;MARILIA;JA;11.529;;;
12025;MARILIA;PN;754;;;
12025;MARILIA;SR;3.811;;;
12025;MATAO;#;1;;;
12025;MATAO;MO;4.520;;;
12025;MIRASSOL;SP;1.434;;;
12025;MOCOCA;RB;2.090;;;
12025;MOGI GUAÇU;HC;3.668;;;
12025;MOGI GUACU;#;1;;;
12025;MOGI GUACU;HC;8.863;;;
12025;MOGI MIRIM;PJ;9.073;;;
12025;MONTE MOR;JF;132;;;
12025;NOVA ODESSA;JP;5.048;;;
12025;OLIMPIA;OL;2.711;;;
12025;OSASCO;#;2;;;
12025;OSASCO;MK;2.328;;;
12025;OSASCO;OS;29.630;;;
12025;OSASCO;QT;9.963;;;
12025;OSASCO;RO;20.104;;;
12025;OSASCO;SN;32.580;;;
12025;OSVALDO CRUZ;EK;1.457;;;
12025;OURINHOS;MP;6.825;;;
12025;PARAGUACU PAULISTA;PG;977;;;
12025;PAULINIA;DS;10.190;;;
12025;PAULINIA;EE;1.384;;;
12025;PAULINIA;ML;3.625;;;
12025;PEDERNEIRAS;PN;1.809;;;
12025;PEDREIRA;AP;1.361;;;
12025;PEDREIRA;IP;1;;;
12025;PENAPOLIS;LO;1.677;;;
12025;PEREIRA BARRETO;PM;1.133;;;
12025;PINDAMONHANGABA;LM;6.904;SJ CAMPOS;;
12025;PINDAMONHANGABA;MC;1.325;SJ CAMPOS;;
12025;PIRACICABA;DR;6.179;;;
12025;PIRACICABA;JE;12.290;;;
12025;PIRACICABA;;0;;;
12025;PIRACICABA;PI;15.156;;;
12025;PIRACICABA;PJ;2.590;;;
12025;PIRACICABA;ST;2.975;;;
12025;PIRACICABA;VR;6.600;;;
12025;PIRASSUNUNGA;GO;4.192;;;
12025;PIRATININGA;RG;272;;;
12025;PORTO FELIZ;BO;106;;;
12025;PORTO FELIZ;PF;4.901;;;
12025;PRESIDENTE PRUDENTE;BG;4.179;;;
12025;PRESIDENTE PRUDENTE;PS;2.351;;;
12025;PRESIDENTE PRUDENTE;RB;11.393;;;
12025;PRESIDENTE PRUDENTE;SG;4.146;;;
12025;RIBEIRAO PRETO;#;5;;;
12025;RIBEIRAO PRETO;AN;3.400;;;
12025;RIBEIRAO PRETO;BP;2.666;;;
12025;RIBEIRAO PRETO;CE;770;;;
12025;RIBEIRAO PRETO;DB;1.765;;;
12025;RIBEIRAO PRETO;GC;6.923;;;
12025;RIBEIRAO PRETO;IA;1;;;
12025;RIBEIRAO PRETO;IR;5.941;;;
12025;RIBEIRAO PRETO;JF;4;;;
12025;RIBEIRAO PRETO;LE;7.567;;;
12025;RIBEIRAO PRETO;LG;8.124;;;
12025;RIBEIRAO PRETO;NO;7.515;;;
12025;RIBEIRAO PRETO;NR;2.483;;;
12025;RIBEIRAO PRETO;OE;6.771;;;
12025;RIBEIRAO PRETO;PE;1;;;
12025;RIBEIRAO PRETO;PF;1;;;
12025;RIBEIRAO PRETO;QF;1.829;;;
12025;RIBEIRAO PRETO;RV;497;;;
12025;RIBEIRAO PRETO;SL;11.611;;;
12025;RIBEIRAO PRETO;SO;5.114;;;
12025;RIBEIRAO PRETO;VT;1.233;;;
12025;RIO CLARO;AD;11.670;;;
12025;RIO CLARO;JF;3.314;;;
12025;SALTO;NJ;16.492;JUNDIAI;;
12025;SANTA BARBARA D OESTE;DC;9.589;;;
12025;SANTA BARBARA D OESTE;JM;4.456;;;
12025;SANTA CRUZ DO RIO PARDO;MB;603;;;
12025;SANTANA DE PARNAIBA;AP;8.030;;;
12025;SANTANA DE PARNAIBA;CB;356;;;
12025;SANTANA DE PARNAIBA;CL;320;;;
12025;SANTANA DE PARNAIBA;DV;426;;;
12025;SANTANA DE PARNAIBA;SP;2.777;;;
12025;SANTANA DE PARNAIBA;VN;793;;;
12025;SAO CARLOS;AE;4.969;;;
12025;SAO CARLOS;FL;76;;;
12025;SAO CARLOS;GE;3.426;;;
12025;SAO CARLOS;NJ;18.141;;;
12025;SAO CARLOS;VP;3.941;;;
12025;SAO JOAO DA BOA VISTA;CB;25;;;
12025;SAO JOAO DA BOA VISTA;CS;9.211;;;
12025;SAO JOAO DA BOA VISTA;PD;2;;;
12025;SAO JOSE DO RIO PARDO;FG;3.797;;;
12025;SAO JOSE DO RIO PARDO;GU;1;;;
12025;SAO JOSE DO RIO PARDO;SS;1;;;
12025;SAO JOSE DO RIO PRETO;BV;1.210;;;
12025;SAO JOSE DO RIO PRETO;EL;11.519;;;
12025;SAO JOSE DO RIO PRETO;MC;17.936;;;
12025;SAO JOSE DO RIO PRETO;RD;14.744;;;
12025;SAO JOSE DO RIO PRETO;VS;12.104;;;
12025;SAO JOSE DO RIO PRETO;VT;4.642;;;
12025;SAO JOSE DOS CAMPOS;BE;5.754;SJ CAMPOS;;
12025;SAO JOSE DOS CAMPOS;CA;5.563;SJ CAMPOS;;
12025;SAO JOSE DOS CAMPOS;EM;3.392;SJ CAMPOS;;
12025;SAO JOSE DOS CAMPOS;JS;26.955;SJ CAMPOS;;
12025;SAO JOSE DOS CAMPOS;NH;4.266;SJ CAMPOS;;
12025;SAO JOSE DOS CAMPOS;PT;6.191;SJ CAMPOS;;
12025;SAO JOSE DOS CAMPOS;RH;35.154;SJ CAMPOS;;
12025;SAO JOSE DOS CAMPOS;TT;17.099;SJ CAMPOS;;
12025;SAO JOSE DOS CAMPOS;UR;4.045;SJ CAMPOS;;
12025;SAO ROQUE;CG;1;;;
12025;SAO ROQUE;PC;206;;;
12025;SAO ROQUE;SR;5.076;;;
12025;SAO SEBASTIAO;AC;1.677;SJ CAMPOS;;
12025;SAO SEBASTIAO;BA;102;SJ CAMPOS;;
12025;SAO SEBASTIAO;BC;337;SJ CAMPOS;;
12025;SAO SEBASTIAO;BO;2.213;SJ CAMPOS;;
12025;SAO SEBASTIAO;BU;332;SJ CAMPOS;;
12025;SAO SEBASTIAO;FP;341;SJ CAMPOS;;
12025;SAO SEBASTIAO;MR;1.027;SJ CAMPOS;;
12025;SAO SEBASTIAO;PB;605;SJ CAMPOS;;
12025;SAO SEBASTIAO;PJ;1.053;SJ CAMPOS;;
12025;SAO SEBASTIAO;TQ;1;SJ CAMPOS;;
12025;SERTAOZINHO;CS;9.630;;;
12025;SOROCABA;#;4;;;
12025;SOROCABA;AP;7.642;;;
12025;SOROCABA;AS;15.855;;;
12025;SOROCABA;AT;8.284;;;
12025;SOROCABA;CA;5.896;;;
12025;SOROCABA;CD;2.083;;;
12025;SOROCABA;CR;17.880;;;
12025;SOROCABA;ED;2.112;;;
12025;SUMARE;AR;10.268;;;
12025;SUMARE;NZ;14.711;;;
12025;SUMARE;PS;1.157;;;
12025;TABOAO DA SERRA;#;1;;;
12025;TABOAO DA SERRA;TA;20.356;;;
12025;TABOAO DA SERRA;TK;17.207;;;
12025;TATUI;TI;4.583;;;
12025;TAUBATE;#;2;SJ CAMPOS;;
12025;TAUBATE;AM;26.009;SJ CAMPOS;;
12025;TAUBATE;IN;2.957;SJ CAMPOS;;
12025;TAUBATE;QM;1.435;SJ CAMPOS;;
12025;TAUBATE;RB;1;SJ CAMPOS;;
12025;TAUBATE;SJ;3.336;SJ CAMPOS;;
12025;TAUBATE;SPTTE_;1;SJ CAMPOS;;
12025;TIETE;RR;4;;;
12025;TIETE;TT;2.286;;;
12025;TREMEMBE;SB;2.182;SJ CAMPOS;;
12025;TUPA;RC;4.069;;;
12025;UBATUBA;EM;2;SJ CAMPOS;;
12025;UBATUBA;IT;4;SJ CAMPOS;;
12025;UBATUBA;LG;61;SJ CAMPOS;;
12025;UBATUBA;LZ;871;SJ CAMPOS;;
12025;UBATUBA;MA;53;SJ CAMPOS;;
12025;UBATUBA;PG;307;SJ CAMPOS;;
12025;UBATUBA;TG;3.508;SJ CAMPOS;;
12025;VALINHOS;IA;20.597;;;
12025;VALINHOS;VV;1.559;;;
12025;VARZEA PAULISTA;AS;4.581;JUNDIAI;;
12025;VINHEDO;CA;672;;;
12025;VINHEDO;DI;20;;;
12025;VINHEDO;PF;1;;;
12025;VINHEDO;PU;1;;;
12025;VINHEDO;SA;1;;;
12025;VINHEDO;SD;13.387;;;
12025;VINHEDO;VA;830;;;
12025;VOTORANTIM;AF;7.306;;;
12025;VOTORANTIM;PJ;1.121;;;
12025;VOTUPORANGA;RP;4.589;;;
22025;ADAMANTINA;EC;1.477;;;
22025;AMERICANA;#;1;;;
22025;AMERICANA;PN;2.043;;;
22025;AMERICANA;PZ;574;;;
22025;AMERICANA;SV;8.284;;;
22025;AMERICANA;XN;20.080;;;
22025;AMERICO BRASILIENSE;FN;1.501;;;
22025;AMPARO;LR;3.350;;;
22025;ANDRADINA;AD;1.038;;;
22025;APARECIDA;CT;1.293;SJ CAMPOS;;
22025;ARACARIGUAMA;VO;61;;;
22025;ARACATUBA;#;1;;;
22025;ARACATUBA;ES;2.357;;;
22025;ARACATUBA;XN;18.812;;;
22025;ARACOIABA DA SERRA;AS;1;;;
22025;ARACOIABA DA SERRA;DR;1.042;;;
22025;ARACOIABA DA SERRA;DT;2;;;
22025;ARACOIABA DA SERRA;IP;591;;;
22025;ARACOIABA DA SERRA;PI;1;;;
22025;ARACOIABA DA SERRA;SM;1;;;
22025;ARARAQUARA;AD;509;;;
22025;ARARAQUARA;FI;2.850;;;
22025;ARARAQUARA;JI;1.873;;;
22025;ARARAQUARA;VX;378;;;
22025;ARARAS;JM;7.773;;;
22025;ARTUR NOGUEIRA;DC;1.757;;;
22025;ASSIS;RP;7.845;;;
22025;ATIBAIA;#;1;JUNDIAI;;
22025;ATIBAIA;BT;1;JUNDIAI;;
22025;ATIBAIA;MR;166;JUNDIAI;;
22025;ATIBAIA;PA;282;JUNDIAI;;
22025;ATIBAIA;SJ;14.663;JUNDIAI;;
22025;AVARE;SC;5.121;;;
22025;BARRA BONITA;RC;2.710;;;
22025;BARRETOS;BR;3.152;;;
22025;BARUERI;#;2;;;
22025;BARUERI;AL;14.594;;;
22025;BARUERI;AS;2.025;;;
22025;BARUERI;BA;13.746;;;
22025;BARUERI;CN;5.593;;;
22025;BARUERI;JS;5.953;;;
22025;BAURU;#;2;;;
22025;BAURU;AC;12.192;;;
22025;BAURU;CE;3.136;;;
22025;BAURU;IN;3.526;;;
22025;BAURU;RE;6.399;;;
22025;BAURU;SPBRU_;1;;;
22025;BAURU;VA;2.949;;;
22025;BAURU;VF;3.278;;;
22025;BEBEDOURO;JM;2.107;;;
22025;BIRIGUI;BC;4.709;;;
22025;BOITUVA;AB;3.080;;;
22025;BOITUVA;CT;740;;;
22025;BOTUCATU;JP;12.996;;;
22025;BRAGANCA PAULISTA;#;1;JUNDIAI;;
22025;BRAGANCA PAULISTA;AV;2.503;JUNDIAI;;
22025;BRAGANCA PAULISTA;DN;2.892;JUNDIAI;;
22025;BRAGANCA PAULISTA;SC;11.406;JUNDIAI;;
22025;CABREUVA;CM;12;JUNDIAI;;
22025;CABREUVA;JC;1.740;JUNDIAI;;
22025;CACAPAVA;MI;6.328;SJ CAMPOS;;
22025;CAIEIRAS;AC;1.256;JUNDIAI;;
22025;CAIEIRAS;JL;214;JUNDIAI;;
22025;CAJAMAR;CJ;613;JUNDIAI;;
22025;CAJAMAR;JN;2.606;JUNDIAI;;
22025;CAJAMAR;PV;5.582;JUNDIAI;;
22025;CAMPINAS;#;5;;;
22025;CAMPINAS;AL;1.707;;;
22025;CAMPINAS;AM;1.095;;;
22025;CAMPINAS;BD;2.854;;;
22025;CAMPINAS;BE;3.095;;;
22025;CAMPINAS;BG;4.688;;;
22025;CAMPINAS;BV;1.792;;;
22025;CAMPINAS;CB;21.548;;;
22025;CAMPINAS;CE;14.700;;;
22025;CAMPINAS;CL;17.487;;;
22025;CAMPINAS;CT;12.829;;;
22025;CAMPINAS;DL;3.549;;;
22025;CAMPINAS;JO;11.751;;;
22025;CAMPINAS;MD;2.344;;;
22025;CAMPINAS;;3.668;;;
22025;CAMPINAS;OV;6.132;;;
22025;CAMPINAS;SB;7.517;;;
22025;CAMPINAS;SG;2.566;;;
22025;CAMPINAS;SL;2.709;;;
22025;CAMPINAS;SS;3.758;;;
22025;CAMPINAS;TK;2;;;
22025;CAMPINAS;TQ;8.425;;;
22025;CAMPINAS;VC;6.453;;;
22025;CAMPINAS;VT;8.011;;;
22025;CAMPO LIMPO PAULISTA;#;1;JUNDIAI;;
22025;CAMPO LIMPO PAULISTA;MS;4.875;JUNDIAI;;
22025;CAMPOS DO JORDAO;AB;2.798;SJ CAMPOS;;
22025;CAMPOS DO JORDAO;ER;1.586;SJ CAMPOS;;
22025;CAMPOS DO JORDAO;GZ;1;SJ CAMPOS;;
22025;CAMPOS DO JORDAO;IA;2;SJ CAMPOS;;
22025;CAMPOS DO JORDAO;JD;2;SJ CAMPOS;;
22025;CAMPOS DO JORDAO;NI;1;SJ CAMPOS;;
22025;CAMPOS DO JORDAO;VE;7;SJ CAMPOS;;
22025;CAPIVARI;IP;4;;;
22025;CAPIVARI;PF;2.243;;;
22025;CARAGUATATUBA;AA;3.857;SJ CAMPOS;;
22025;CARAGUATATUBA;MG;1.634;SJ CAMPOS;;
22025;CARAGUATATUBA;MK;1.140;SJ CAMPOS;;
22025;CARAGUATATUBA;PN;1.633;SJ CAMPOS;;
22025;CARAPICUIBA;AD;6.749;;;
22025;CARAPICUIBA;AT;6.789;;;
22025;CARAPICUIBA;CA;8.736;;;
22025;CARAPICUIBA;VD;13.884;;;
22025;CARAPICUIBA;VI;2.380;;;
22025;CATANDUVA;RB;8.556;;;
22025;COSMOPOLIS;JG;1;;;
22025;COSMOPOLIS;MC;4.492;;;
22025;COTIA;CI;12.342;;;
22025;COTIA;CT;1.655;;;
22025;COTIA;GJ;9.503;;;
22025;CRAVINHOS;CB;21;;;
22025;CRUZEIRO;#;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_BINA;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_G1D23;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_G1I16;2;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_G1I40;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_G1I42;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_G1M10;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_G1M11;251;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_G1M19;683;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_G1M45;2;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_G1N58;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_O1A1E;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_O1A1F;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_O1A61;1;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_O1A75;7;SJ CAMPOS;;
22025;CRUZEIRO;DFBSA_O1A76;8;SJ CAMPOS;;
